workload,T_sec,pages,write_cold_pct,cold_pct,windows_averaged,cold_method,write_cold_sd,cold_sd,freed_pct
memcached skew-uniform,60,427725,20.09,0.01,2,smaps_referenced,1.65,0.00,0.00
memcached skew-uniform,120,427725,2.60,0.01,2,smaps_referenced,2.29,0.00,0.00
memcached skew-uniform,300,427725,0.21,0.01,2,smaps_referenced,0.00,0.00,0.00
memcached skew-uniform,600,427725,0.21,0.01,2,smaps_referenced,0.00,0.00,0.00
