elapsed_s,ns_per_line,resid_pct,phase
138.686,968.8,,2
139.033,967.3,,2
139.382,967.4,,2
139.729,968.5,,2
140.076,967.2,,2
140.425,967.6,,2
140.772,968.4,,2
141.119,967.3,,2
141.468,967.6,,2
141.815,968.9,,2
142.161,967.1,,2
142.510,967.7,,2
142.857,968.5,,2
143.203,967.0,,2
143.552,967.6,,2
143.899,968.7,,2
144.245,966.8,,2
144.592,967.6,,2
144.940,968.6,,2
145.286,967.1,,2
145.633,967.4,,2
145.981,969.1,,2
146.327,967.0,,2
146.674,967.6,,2
147.022,969.0,,2
147.368,967.2,,2
147.715,968.0,,2
148.062,968.6,,2
148.409,967.3,,2
148.756,968.8,,2
149.103,969.2,,2
149.450,967.2,,2
149.797,969.2,,2
150.145,969.3,,2
150.491,967.5,,2
150.839,968.8,,2
151.186,969.2,,2
151.533,967.4,,2
151.880,968.8,,2
152.227,968.8,,2
152.574,967.3,,2
152.921,969.1,,2
153.268,968.8,,2
153.615,967.4,,2
153.962,969.3,,2
154.309,968.9,,2
154.656,967.3,,2
155.003,969.1,,2
155.350,968.7,,2
155.697,966.9,,2
156.044,968.8,,2
156.392,970.2,,2
156.739,966.9,,2
157.086,969.2,,2
157.433,969.9,,2
157.780,967.4,,2
158.127,969.4,,2
158.475,970.2,,2
158.821,966.9,,2
159.168,969.2,,2
159.516,969.8,,2
159.862,966.9,,2
160.209,968.9,,2
160.557,969.3,,2
160.904,967.5,,2
161.251,968.7,,2
161.598,968.8,,2
161.945,967.4,,2
162.292,969.1,,2
162.639,968.2,,2
162.987,967.2,,2
163.334,969.1,,2
163.681,967.2,,2
164.030,967.4,,2
164.377,968.6,,2
164.724,967.2,,2
165.073,967.3,,2
165.420,969.2,,2
165.767,966.8,,2
166.116,966.9,,2
166.463,969.4,,2
166.809,966.8,,2
167.158,967.3,,2
167.506,969.2,,2
167.852,966.9,,2
168.201,967.0,,2
168.549,969.3,,2
168.895,967.6,,2
169.244,966.9,,2
169.591,969.1,,2
169.938,967.3,,2
170.287,967.3,,2
170.635,969.6,,2
170.981,967.1,,2
171.330,967.0,,2
171.678,968.7,,2
172.024,966.9,,2
172.373,966.9,,2
172.720,968.5,,2
173.067,967.2,,2
173.416,967.5,,2
173.763,968.7,,2
174.110,967.4,,2
174.459,967.5,,2
174.806,968.8,,2
175.153,967.1,,2
175.502,967.7,,2
175.849,968.4,,2
176.195,967.0,,2
176.545,969.3,,2
176.892,968.8,,2
177.239,966.8,,2
177.588,967.6,,2
177.935,969.3,,2
178.282,967.2,,2
178.631,967.7,,2
178.978,968.7,,2
179.324,967.2,,2
179.673,967.2,,2
180.020,968.5,,2
180.366,967.1,,2
180.715,966.9,,2
181.062,968.7,,2
181.409,967.1,,2
181.756,967.4,,2
182.103,969.1,,2
182.450,967.5,,2
182.797,967.4,,2
183.144,968.8,,2
183.491,967.4,,2
183.838,967.6,,2
184.185,968.7,,2
184.532,967.8,,2
184.879,967.8,,2
185.226,968.8,,2
185.573,967.8,,2
185.920,968.8,,2
186.267,969.0,,2
186.614,967.8,,2
186.961,969.0,,2
187.308,968.8,,2
187.655,967.4,,2
188.002,969.0,,2
188.349,968.7,,2
188.696,967.0,,2
189.043,969.0,,2
189.390,968.9,,2
189.737,967.3,,2
190.084,969.6,,2
190.432,969.6,,2
190.778,966.9,,2
191.125,969.2,,2
