rep,n,mode,bytes,pages,mean_s,sd_s,ns_per_line,resident,clean_before,erases_during,dirty_before
1,4096,nor_cold,67108864,16384,0.513839,0.000989,21409958.3,16384,65536,0,0
1,5793,nor_cold,134235396,32772,1.033121,0.000958,43046708.3,32773,65536,0,0
1,8192,nor_cold,268435456,65536,1.863375,0.000709,888.5,57217,65536,0,0
